TAG,TEXT,LINK
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/moues"
<p>,"","http://thapar.edu/outreaches/moues"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/moues"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/moues"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/moues"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/moues"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/moues"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/moues"
<p>,"We started Collaborating with Apple for a course on Mobile Application Development which emphasizes App Development under Android and IOS Platform. Under this Program we received Free SDK (Software Development Kit) and are part of Apple University Program for uploading Apps Developed by Students after testing is done by Appstore.","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/cardescribe/apple"
<p>,"Under this program, Department received licensing to oracle database products on huge discount, also learning material is freely downloadable. The students can appear for oracle certifications at discounted price","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/cardescribe/oracle"
<p>,"Intel® Embedded University Program (IEUP) caters to Enhance the Presence Of Intel® Embedded-based Systems Curriculum and to Enable Technology Leaders of Tomorrow an Understanding of Embedded Systems and Provide a Solid Foundation for Designing And Developing new Technologies.","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"This Program supports in Curriculum Development, Student Contests, and Research. It holds an Annual Research and Education Summit giving Professors opportunities to interact with Peers, Intel Architects and Engineers.","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"Equipment's Funded by Intel under this program were IXP1200 NP (2), IXP2400 NP (2), IXP425 (2) Kits.","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/cardescribe/intel"
<p>,"It is a leading company in CLOUD infrastructure services and BIG DATA solutions. An MOU has been approved in the last week only after hectic consultations. EMC2 will be training our faculty on few cutting edge technologies and there is a provision for sending our students on project semester also. This will help in capacity building for our new BE programmes especially.","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/cardescribe/emc2"
<p>,"NVIDIA is a pioneer in parallel computing architecture using CUDA programming. NVIDIA GPU cards are very popular. We already have procured hardware infrastructure required for the task. MoU has the provision of CUDA teaching center(CTC) as well as CUDA Research Center (CRC).","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/cardescribe/nvidia"
<p>,"WIPRO is running various courses to upgrade the overall skills of teachers of engineering institutions as well as the students through two programs named as wipro mission 10X technology Learning Center (MTLC) and Unified Technology Learning Platform (UTLP) Department has conducted one training program under this relationship.","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/cardescribe/wipro"
<p>,"","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/cardescribe/tcs"
<p>,"Campus Connect is a unique academia-industry initiative to “architect the education experience”. Goal is to build a sustainable partnership with engineering education institutions in India and abroad for mutual benefit; producing “industry ready” recruits. CSED is part of this program and has got critical inputs on curriculum changes. CSED has arranged TTT and FEP in Thapar campus. CSED has also arranged many trainings which come under the campus connect program. Around 800 students got professional benefits from such training.","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/cardescribe/infosys"
<p>,"","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/cardescribe/cisco"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/cardescribe/cisco"
